,Dizi Linki,Dizi Adı,Tür,Uyarlama,Senarist,Yönetmen,Başrol,Besteci,Sezon sayısı,Bölüm sayısı,Yapımcı,Mekân,Görüntü yönetmeni,Gösterim süresi,Yapım şirketi,Kanal,Platform,Ses formatı,Yayın tarihi,Tarih,Youtube,Facebook,Twitter,Instagram,Durumu
49,https://tr.wikipedia.org//wiki/%C3%96r%C3%BCmcek_(dizi),Örümcek,"Dram,Gerilim",Uyarlama Değil,Hüseyin Karakaş,Zeynep Tor,"Nilüfer Kurt,İpek Tenolcay,Betül Arım,Asuman Dabak,Aykut Sözeri",Özkan Turgay,4.0,110,Hüseyin Karakaş,İstanbul,Hüseyin Karakaş,55.0,Sedine Prodüksiyon,Show TV,?,?,29 Ekim 1997 - 1 Eylül 2001,1997.0,0,0,0,0,Sona erdi
50,https://tr.wikipedia.org//wiki/S%C4%B1d%C4%B1ka_(dizi),Sıdıka,Komedi,Uyarlama Değil,Atilla Atalay,"Mahinur Ergun,Fatmanur Sevinç","Hasibe Eren,Füsun Demirel,Ali Erkazan,Hakan Tanfer",?,3.0,98,"Atıf Yılmaz,Sadık Deveci,Metin Erarabacı,Hayri Aslan",İstanbul,Erdal Kahraman,60.0,"Delta Film,Limon Yapım",Show TV,?,Stereo,24 Şubat 1997 - 18 Kasım 2003,1997.0,0,0,0,0,Sona erdi
51,https://tr.wikipedia.org//wiki/Deli_Y%C3%BCrek,Deli Yürek,"Aksiyon,Dram,Tarihî",Uyarlama Değil,"Ömer Lütfi Mete,Raci Şaşmaz,Bahadır Özdener,Güliz Kucur",Osman Sınav,"Kenan İmirzalıoğlu,Zeynep Tokuş,Melda Bekcan,Demir Karahan,Kürşat Alnıaçık,Ali Sürmeli,Selçuk Yöntem","Bora Ebeoğlu,Cengiz Onural",4.0,113,Mustafa Şevki Doğan,İstanbul,"Fırat Şenol,Kemal Şanlı,Murat Üstün,Tevfik Şenol",60.0,Sinegraf,"Show TV,atv",?,Stereo,5 Ekim 1998 - 24 Haziran 2002,1998.0,0,0,0,0,Sona erdi
52,https://tr.wikipedia.org//wiki/Eltiler,Eltiler,"Komedi,Dram,Aile",Uyarlama Değil,?,?,"Sevinç Aktansel,Engin Şenkan,Betül Arım,Ayşen İnci",Sertaç Özgümüş,2.0,126,?,İstanbul,?,40.0,Renk Yapım,TGRT,?,Stereo,2 Şubat 1998 - 25 Nisan 1999,1998.0,0,0,0,0,Sona erdi
53,https://tr.wikipedia.org//wiki/Marziye,Marziye,Dram,Uyarlama Değil,Nuran Devres,"Taner Akvardar,Melih Gülgen,Erdoğan Tokatlı,Avni Kütükoğlu","Kadir İnanır,Gülben Ergen",?,3.0,65,Osman Yağmurdereli,İstanbul,"Ümit Arbadak,Serdar Servidal,Hakan Gürtop,Engin Saygılı",40.0,Yağmur Ajans,TGRT,?,Stereo,1998 - 2000,1998.0,0,0,0,0,Sona erdi
54,https://tr.wikipedia.org//wiki/Ruhsar,Ruhsar,"Bilim Kurgu,Komedi",Uyarlama Değil,"Gani Müjde,Fatih Solmaz","Ümmü Burhan,Samim Değer,Ömür Atay","Hande Ataizi,Cem Davran","Özkan Turgay,Fikret Alper",5.0,108,Abdullah Oğuz,"Ümraniye,,,İstanbul",?,40.0,ANS Productions,"Kanal D,D Max,teve2",?,Stereo,"7 Şubat 1998,(,1998-02-07,),-,29 Aralık 2001,(,2001-12-29,)",1998.0,0,0,0,0,Sona erdi
55,https://tr.wikipedia.org//wiki/S%C4%B1r%C4%B1ls%C4%B1klam_(dizi),Sırılsıklam,"Dram,Aksiyon",Uyarlama Değil,"Arda Uskan,Kubilay Zerener,Selçuk Akman",Temel Gürsu,"İbrahim Erkal,Melis Yamalıoğlu,Süleyman Turan,Engin Koç,Canan Perver,Deniz Eroğlu,Yosi Mizrahi,Eşref Kolçak,Kuzey Vargın,Engin Günay,Şener Gezgen,Burçin Terzioğlu","İbrahim Erkal,Volkan Gücer",2.0,32,Faruk Turgut,İstanbul,?,42.0,?,Show TV,?,?,6 Ekim 1998 - 8 Haziran 2000,1998.0,0,0,0,0,Sona erdi
56,https://tr.wikipedia.org//wiki/%C4%B0kinci_Bahar_(dizi),İkinci Bahar,Dram,Uyarlama Değil,Sulhi Dölek,"Uğur Yücel,Orhan Oğuz,Türkan Derya","Türkan Şoray,Şener Şen,Tarık Papuççuoğlu,Güven Hokna,Nedim Saban,Özkan Uğur,Nurgül Yeşilçay,Ozan Güven",?,3.0,37,Mustafa Oğuz,"Samatya,,,İstanbul",Hakan Gürtop,45.0,"Erler Film,Most Production",atv,?,Stereo,29 Ekim 1998 - 11 Ocak 2001,1998.0,0,0,0,0,Sona erdi
57,https://tr.wikipedia.org//wiki/%C3%9Cvey_Baba,Üvey Baba,Dram,Uyarlama Değil,Samim Utku,Tunca Yönder,"Şemsi İnkaya,Betül Aşçıoğlu,Burçin Abdullah,Seda Çetin,Tunca Yönder",?,6.0,204,Tunca Yönder,"İstanbul,Balat, Fatih",?,45.0,Yeni Yapımlar Yönder TV & Film Ltd.,"Star TV,Teleon,Flash TV",?,Stereo,26 Kasım 1998 - 26 Ocak 2004,1998.0,0,0,0,0,Sona erdi
58,https://tr.wikipedia.org//wiki/%C3%87arli,Çarli,Komedi,Uyarlama Değil,Nevzat Kitapçı,"Bülent Özdural,Yavuz Boztepe,","Çarli,Ercan Diler,Berrin Arısoy,Melodi Bağcı,İlker Aksum,Okan Sanlıtop",?,2.0,24,Burçin Özdemir,İstanbul,Cem Esertepe,45.0,?,Star TV,?,Stereo,27 Nisan 1998 - 3 Ekim 1998,1998.0,0,0,0,0,Sona erdi
59,https://tr.wikipedia.org//wiki/Aynal%C4%B1_Tahir,Aynalı Tahir,Dram,Uyarlama Değil,"Sergin Akyaz,Seçil Akyaz","Erhan Baytimur,Cankat Ergin,Hilal Saral,Abdülkadir Ceylan Ede","Alişan,Arif Kilisli,Erkan Petekkaya,Bulut Aras,Saruhan Hünel,Kayra Şenocak,Yeşim Büber,Arkın Gelenbe,Emine Ün,Nihan Özcan,","Yıldıray Gürgen,Ali Otyam,Volkan Gücer,Aydın Kara,Aria",5.0,"175,",Sergin Akyaz,İstanbul,"Güngör Toydemir,Ümit Ardabak,Sedat Yücel,Nazım Edeer,Ercan Sağmen,Ayhan Şen",45.0,Base Productions,"Star TV,Flash TV",?,Stereo,3 Ocak 1998 - Ocak 2002,1998.0,1,0,0,0,Sona erdi
60,https://tr.wikipedia.org//wiki/Y%C4%B1lan_Hik%C3%A2yesi,Yılan Hikâyesi,"Dram,Komedi,Polisiye",Uyarlama Değil,Tayfun Güneyer,Nihat Durak,"Meltem Cumbul,Memet Ali Alabora",?,3.0,90,Osman Yağmurdereli,İstanbul,?,55.0,Yağmur Ajans,Kanal D,?,Stereo,7 Ekim 1999 - 23 Mayıs 2002,1999.0,0,0,0,0,Sona erdi
61,https://tr.wikipedia.org//wiki/B%C3%BCc%C3%BCr_Cad%C4%B1,Bücür Cadı,"Bilim Kurgu,Komedi,Dram",Uyarlama Değil,?,"Adem Ayral,Arif Erkuş","Yunus Bülbül,Önder Açıkalın,Sezer Güvenirgil,Merve Erdoğan",?,1.0,169,Sezer Güvenirgil,İstanbul,Salih Dikişçi,25.0,?,Star TV,?,Stereo,21 Eylül 1999 - 28 Haziran 2000,1999.0,0,0,0,0,Sona erdi
62,?,Kıvılcım,"Dram,Romantik,Gençlik",Uyarlama Değil,?,Türkan Derya Güven,"Tuba Ünsal,Ayda Aksel,Aytaç Arman,Murat Prosçiler,Başak Daşman",?,2.0,?,İlksen Fırat,İstanbul,"Kemal Şanlı,Ali Utku",60.0,Eylül TV,Star TV,?,?,11 Nisan 1999,1999.0,0,0,0,0,Sona erdi
63,https://tr.wikipedia.org//wiki/Ayr%C4%B1lsak_da_Beraberiz_(dizi),Ayrılsak da Beraberiz,"Komedi,Aile",Uyarlama Değil,"Murat Aras,Nilüfer Yenidoğan,Caner Güler,Mustafa Uğur Yağcıoğlu","Sibel Kocataş,Raşit Çelikezer","Hakan Yılmaz,Janset,Necmi Yapıcı,Belma Canciğer,Simge Selçuk,Tulu Çizgen,Selahattin Taşdöğen",?,5.0,490,Birol Güven,İstanbul,?,60.0,Mint Prodüksiyon,"TRT 1,atv,Star TV",?,Stereo,22 Eylül 1999 - Haziran 2004,1999.0,0,0,0,0,Sona erdi
64,https://tr.wikipedia.org//wiki/K%C3%BC%C3%A7%C3%BCk_Besleme,Küçük Besleme,Dram,Uyarlama Değil,"Sevda Aktolga,İlker Arslan",Tunca Yönder,"Tomris Oğuzalp,Nur Kulakoğlu,Esmeray,Gökhan Eğilmezbaş,Kuzey Vargın",?,3.0,175,Tunca Yönder,İstanbul,?,60.0,"Yeni Yapımlar Yönder Ltd,Şti",Star TV,?,Stereo,19 Mayıs 1999 - 30 Kasım 2001,1999.0,0,0,0,0,Sona erdi
65,?,Evdeki Yabancı,Komedi,Uyarlama Değil,Nuran Devres,"Erdoğan Engin,Ümmü Burhan","Yurdaer Okur,Oya Aydoğan,Levent Üzümcü,Tolga Karel,Tardu Flordun",Fikret Alper,2.0,55,Abdullah Oğuz,İstanbul,"Mete Şener,Ege Ellidokuzoğlu,Burak Kuka",60.0,Ans Production,Kanal D,BluTV ,?,1 Eylül 2000,2000.0,0,0,0,0,Sona erdi
66,?,Hayat Bağları,"Aile,Dram",Uyarlama Değil,"Ömer Lütfi Mete,Nilgün Öneş,Neşe Cehiz,Muharrem Buhara,Tangül Sınav,Burak Zeybek","Mustafa Şevki Doğan,Osman Sınav","Güven Kıraç,Erdinç Olgaçlı,Burak Altay,Asuman Dabak,Emin Gürsoy",?,4.0,100,Osman Sınav,İstanbul,"Tevfik Şenol,Hüseyin Devrim,Ferhan Akgün",60.0,Sinegraf Ltd,"Show TV,atv",?,?,2000,2000.0,0,0,0,0,Sona erdi
67,https://tr.wikipedia.org//wiki/Bizim_Evin_Halleri,Bizim Evin Halleri,"Aile,Komedi,Dram",Uyarlama Değil,"Tolga Aydoğan,Erkan Birgören,Ayşem Özge Yoldaş,Aynur Ulusoy","Tülay Eratalay,Tarık Alpagut,Cafer Özgül,","Beyhan Saran,Meral Niron,Emel Göksu,Ayşe Nil Şamlıoğlu,Şahap Sayılgan,Nusret Çetinel,Pervin Ünalp,Burak Demir,Murat Demir,Ozan Şenozan,Berfu Öngören,Hülya Gülşen Irmak,Dilara Yalçın",?,10.0,1705,"Osman Baş,Nilgün Sağyaşar,Erol Uyanık,Adil Daldal",Ankara,?,60.0,"TRT,Focus Film","TRT 1,atv",?,Stereo,14 Şubat 2000 - 26 Aralık 2008,2000.0,0,0,0,0,Sona erdi
68,?,Üzgünüm Leyla,"Aile,Dram,Komedi",Uyarlama Değil,"Gaye Boralıoğlu,Sertaç Ergin,Sertan Ergin","Taner Akvardar,Orhan Oğuz","Perran Kutman,Selçuk Yöntem,Çetin Tekindor,Hümeyra Akbay,Yurdaer Okur,Yaprak Özdemiroğlu",?,2.0,72,Sadık Deveci,İstanbul,"Metin Balekoğlu,Salih Dikişçi,Ali Utku",60.0,TRT,TRT 1,?,?,17 Mayıs 2000,2000.0,0,0,0,0,Sona erdi
69,https://tr.wikipedia.org//wiki/Vay_Anam_Vay,Vay Anam Vay,Komedi,Uyarlama Değil,"Gani Müjde,Caner Güler,Uğur Yağcıoğlu",Erdoğan Engin,"Nevra Serezli,Atilla Olgaç,Sıdıka Şenkan,Ayhan Kavas,Gülen Karaman,Hakan Vanlı,Burçak Işımer,Metin Zakoğlu,Saydam Yeniay,Melike Güner,Alev Cınbarcı,Rüyam Olunçay,Parkan Özturan,Kaya Gürel,Ezgim Kılınç,Mustafa Uzunyılmaz,Nesrin İşçi,Nihal Menzil",?,1.0,60,Abdullah Oğuz,İstanbul,?,95.0,D Productions,Kanal D,?,Stereo,"27 Kasım 2000,(,2000-11-27,),[1],[2],-,18 Mayıs 2001,(,2001-05-18,),[3],[4],[5]",2000.0,0,0,0,0,Sona erdi
70,?,Dikkat Bebek Var,"Aile,Komedi",Uyarlama Değil,"Necmi Yapıcı,Özgür Evren Heptürk",Haluk Bener,"Ceyda Düvenci,Kaan Girgin,Şahin Sekman,Mustafa Üstündağ,Ergül Coşkun",?,2.0,39,Sinan Yaka,İstanbul,Selahattin Sancaklı,45.0,TRT,TRT 1,?,?,2000-2002,2000.0,0,0,0,0,Sona erdi
71,https://tr.wikipedia.org//wiki/Yedi_Numara,7 Numara,"Gençlik,Komedi",Uyarlama Değil,"Ayça Mutlugil,Nuray Uslu,Oya Yüce,Volkan Girgin","Haluk Bener,Sadullah Celen","Şebnem Sönmez,Engin Alkan,Tuba Erdem,Okan Selvi,Ayça Mutlugil,Nuray Uslu,Gülden Güney,Volkan Girgin",Serdar Kalafatoğlu,3.0,92,Oya Yüce,"Üsküdar,,,Kandilli,(1-13),Arnavutköy,,,Beşiktaş,(14-92)",Nilgün Naşçacı,40.0,?,TRT 1,?,Stereo,"23 Ekim 2000,(,2000-10-23,),[1],-,23 Haziran 2003,(,2003-06-23,),[2]",2000.0,0,0,0,0,Sona erdi
72,https://tr.wikipedia.org//wiki/%C5%9Ea%C5%9F%C4%B1felek_%C3%87%C4%B1kmaz%C4%B1,Şaşıfelek Çıkmazı,"Dram,Romantik,Aile",Uyarlama Değil,Mahinur Ergun,"Mahinur Ergun,Çağan Irmak,","Derya Alabora,Zuhal Gencer,Fikret Kuşkan,Füsun Demirel,Dilaver Uyanık,Suzan Aksoy,Mahperi Mertoğlu,Aysun Metiner,Hakan Tanfer","Can Atilla,Can Hakgüder",4.0,63,Sinan Yaka,İstanbul,"Ercan Yılmaz,Hayri Çölaşan,Sabri Avcı",45.0,?,TRT 1,?,Stereo,2000,2000.0,0,0,0,0,Sona erdi
73,?,Ayda,Komedi,Uyarlama Değil,Çetin Büyükakın,Raşit Çelikezer,"Settar Tanrıöğen,Asuman Dabak,Ayla Algan,Ufuk Özkan,Emrah Ünal",?,2.0,?,Zikri Akyazı,İstanbul,?,50.0,?,Diğer,?,?,2000,2000.0,0,0,0,0,Sona erdi
74,https://tr.wikipedia.org//wiki/Zehirli_%C3%87i%C3%A7ek_(dizi),Zehirli Çiçek,"Dram,Gerilim",Uyarlama Değil,?,?,"Tuğba Özay,Çağla Şıkel,Aysun Kayacı,Özlem Savaş,Burak Hakkı,Kerem Alışık,Faruk Peker,Tarık Tarcan,Karahan Çantay,Levent Özdilek,Petek Dinçöz,Zuhal Topal,Sibel Gökçe,Güneş Berberoğlu,Efgan Efekan,Ahmet Uz,Semra Dinçer,Orçun Sonat",?,2.0,21,Türker İnanoğlu,İstanbul,?,50.0,Erler Film,Show TV,?,Stereo,"21 Mart 2000,(,2000-03-21,),[1],-,26 Aralık 2000,(,2000-12-26,),[2]",2000.0,0,0,0,0,Sona erdi
75,https://tr.wikipedia.org//wiki/Yeditepe_%C4%B0stanbul,Yeditepe İstanbul,"Dram,Aile",Uyarlama Değil,Ali Ulvi Hünkar,"Türkân Derya Güven,Aydın Bulut,","Uğur Polat,Özgü Namal,Meral Okay,Oktay Kaynarca,Ümit Çırak",?,2.0,47,Kaan Erturan,"Balat,,,İstanbul",?,45.0,?,TRT 1,?,Stereo,"18 Mayıs 2001,(,2001-05-18,),[2],-,24 Haziran 2002,(,2002-06-24,),[3]",2001.0,0,0,0,0,Sona erdi
76,https://tr.wikipedia.org//wiki/Tatl%C4%B1_Hayat_(dizi),Tatlı Hayat,Komedi,Uyarlama Değil,"Haluk Özenç,Bora Tekay",Bora Tekay,"Türkan Şoray,Haluk Bilginer,Asuman Dabak,Çolpan İlhan,Neco,Celal Kadri Kınoğlu,Gamze Özçelik,Emre Altuğ,Veysel Diker,Sevinç Aktansel,Sedat Kalkavan,Levent Sülün",?,3.0,106,Sibel Tuna,İstanbul,?,45.0,Medyapım,Show TV,?,Stereo,"18 Ekim 2001,(,2001-10-18,),[1],-,Haziran 2004,(,2004-06,)",2001.0,0,0,0,0,Sona erdi
77,https://tr.wikipedia.org//wiki/A%C5%9Fk%C4%B1m_A%C5%9Fk%C4%B1m,Aşkım Aşkım,Romantik,Uyarlama Değil,?,"Filiz Kaynak,Nursan Esenboğa,","Emel Sayın,Mehmet Ali Erbil,Doğa Rutkay,Engin Günaydın,Günay Karacaoğlu,Ayumi Takano",?,2.0,50,Yağmur Ajans,İstanbul,?,45.0,?,"Kanal D,TRT 1",?,Stereo,"8 Ekim 2001,(,2001-10-08,),[1],[2],- Haziran 2008",2001.0,0,0,0,0,Sona erdi
78,https://tr.wikipedia.org//wiki/A%C5%9Fk%C4%B1m_A%C5%9Fk%C4%B1m,Aşkım Aşkım,"Aile,Komedi",Uyarlama Değil,Tayfun Güneyer,"Filiz Kaynak,Nursan Esenboğa,","Emel Sayın,Mehmet Ali Erbil,Doğa Rutkay,Engin Günaydın,Günay Karacaoğlu,Ayumi Takano",?,2.0,50,Yağmur Ajans,İstanbul,?,45.0,?,"Kanal D,TRT 1",?,Stereo,"8 Ekim 2001,(,2001-10-08,),[1],[2],- Haziran 2008",2001.0,0,0,0,0,Sona erdi
79,https://tr.wikipedia.org//wiki/Dad%C4%B1_(dizi),Dadı,Komedi,Uyarlama Değil,Erol Hızarcı,"Fatih Aksoy,Ebru Yalçın,Yonca Güzelpınar","Gülben Ergen,Kenan Işık,Haldun Dormen,Seray Sever,Sinem Kobal,İlkay Saran,Yaşar Abravaya,Gökçe Uzuner,Tanju Tuncel,Ercan Süt,Alp Emre Kököz,Altuğ Yücel",Hasan Baran,3.0,61,Sibel Tuna,İstanbul,?,45.0,Medyapım,"Show TV,Star TV",?,Stereo,5 Ocak 2001 - 28 Ekim 2002,2001.0,0,0,0,0,Sona erdi
80,https://tr.wikipedia.org//wiki/G%C3%BClbeyaz,Gülbeyaz,"Aksiyon,Dram",Uyarlama Değil,"Rüya İşçileri,Meriç Demiray,Cenk Bogatur,Cem Görgeç,Barış Erdoğan",Özer Kızıltan,"Şevval Sam,Nejat İşler,Meral Çetinkaya,Kamran Usluer,Bora Ayanoğlu,Yeşim Ceren Bozoğlu",?,1.0,26,?,"İstanbul,Amasra",?,45.0,eyeQ prodiction,Kanal D,?,Stereo,13 Aralık 2002 - 27 Haziran 2003,2002.0,0,0,0,0,Sona erdi
81,https://tr.wikipedia.org//wiki/En_Son_Babalar_Duyar,En Son Babalar Duyar,"Komedi,Aile,Dram",Uyarlama Değil,"Necmi Yapıcı,Murat Aras,Metin Açıkgöz,Birol Güven,Kenan Kuzan","Sibel Kocataş,Funda Karagöz","Ayşegül Atik,Ali Erkazan,Levent Ülgen,Hatice Aslan",?,5.0,"200,",Birol Güven,İstanbul,Mustafa Nuri Eser,94.0,?,"TRT 1,Star TV",?,Stereo,"21 Eylül 2002,(,2002-09-21,),[5],-,30 Aralık 2006,(,2006-12-30,)",2002.0,0,0,0,0,Sona erdi
82,?,Kuzenlerim,"Aile,Komedi",Uyarlama Değil,"Gamze Özer,Özer Çetinel",Bülent Özdural,"Sevinç Erbulak,Ayşegül Ünsal,Arife Gemlik,Volkan Severcan,İhsan Bilsev,Ferhat Yılmaz,Arda Kural",?,3.0,114,Ata Türkoğlu,İstanbul,Bülent Özdural,94.0,TRT,TRT 1,?,?,1 Ocak 2002,2002.0,0,0,0,0,Sona erdi
83,https://tr.wikipedia.org//wiki/Ekmek_Teknesi,Ekmek Teknesi,"Komedi,Dram",Uyarlama Değil,"Hasan Kaçan,Bahadır Özdener,Raci Şaşmaz,Elif Aktuğ,Mehmet Turgut,Ömer Lütfi Mete","Metin Günay,Osman Sınav,Gürsel Ateş,Sadullah Şentürk","Savaş Dinçel,Sermin Hürmeriç,Hasan Kaçan,Kadir Çöpdemir,Ahmet Yenilmez",İncesaz,3.0,106,"Osman Sınav,Raci Şaşmaz,","İstanbul,Üsküdar,Kuzguncuk,Beylerbeyi",?,90.0,"Sinegraf,Pana Film,","atv,Show TV",?,Stereo,"16 Kasım 2002,(,2002-11-16,),[1],[2],-,13 Haziran 2005,(,2005-06-13,),[3],[4]",2002.0,1,0,0,0,Sona erdi
84,https://tr.wikipedia.org//wiki/Ko%C3%A7um_Benim_(dizi),Koçum Benim,"Komedi,Aile",Uyarlama Değil,Yonca Akasya,"Vecihi Ener,Serdar Akar","Tarık Akan,Ebru Cündübeyoğlu,Engin Altan,Sevil Üstekin,Zihni Göktay,Ozan Güven,Yunus Günçe",?,2.0,47,Hüseyin Apaydın,İstanbul,?,90.0,Replik Ajans,TRT 1,?,Stereo,7 Mart 2002 - 4 Nisan 2003,2002.0,0,0,0,0,Sona erdi
85,?,İyi Aile Robotu,"Aile,Komedi",Uyarlama Değil,Fatih Solmaz,Yücel Uçanoğlu,"Özge Özder,Tomris Oğuzalp,Ekim Mağden,Selda Özbek,Hilmi Erdem",Bora Ebeoğlu,1.0,17,?,İstanbul,Ahmet Servidal,90.0,?,Kanal 7,?,?,9 Ekim 2002,2002.0,0,0,0,0,Sona erdi
86,https://tr.wikipedia.org//wiki/Bayanlar_Baylar,Bayanlar Baylar,Komedi,Uyarlama Değil,Gani Müjde,Erdoğan Engin,"Oktay Kaynarca,Hande Ataizi,Günay Karacaoğlu,Yavuz Bingöl,Levent Üzümcü,Aşkın Nur Yengi,Belma Canciğer,Sümer Tilmaç,Emine Ün,Mansur Ark,Nükhet Duru,Özlem Yıldız",?,1.0,13,Abdullah Oğuz,İstanbul,?,60.0,ANS Productions,Kanal D,?,Stereo,"10 Nisan 2002,(,2002-04-10,),[1],-,20 Eylül 2002,(,2002-09-20,),[2]",2002.0,0,0,0,0,Sona erdi
87,https://tr.wikipedia.org//wiki/Asmal%C4%B1_Konak,Asmalı Konak,Dram,Uyarlama Değil,"Mahinur Ergun,Meral Okay",Çağan Irmak,"Özcan Deniz,Nurgül Yeşilçay,Selda Alkor",?,2.0,54,Abdullah Oğuz,"Ürgüp,,,Nevşehir,İstanbul,New York,New York",?,60.0,"ANS Productions,D Productions",atv,?,Stereo,11 Mart 2002 - 16 Haziran 2003,2002.0,0,0,0,0,Sona erdi
88,https://tr.wikipedia.org//wiki/K%C4%B1nal%C4%B1_Kar,Kınalı Kar,Dram,Uyarlama Değil,"Gamze Özer,Özgür Evren Heptürk",Taner Akvardar,"Emrah,Özlem Conker,Engin Şenkan,Mustafa Avkıran",Ali Otyam,3.0,90,Osman Yağmurdereli,Bursa,?,60.0,Yağmur Ajans,Kanal D,?,Stereo,"21 Eylül 2002,(,2002-09-21,),[1],-,25 Aralık 2004,(,2004-12-25,),[2],[3],[4]",2002.0,0,0,0,0,Sona erdi
89,https://tr.wikipedia.org//wiki/Yar%C4%B1m_Elma,Yarım Elma,"Komedi,Dram",Uyarlama Değil,?,"Deniz Akçay Katıksız,Ömer Uğur","Janset Paçal,Günay Karacaoğlu",?,2.0,55,?,İstanbul,?,45.0,Sis Yapım,"Kanal D,Show TV",?,Stereo,"25 Haziran 2002,(,2002-06-25,),[1],- 2003",2002.0,0,0,0,0,Sona erdi
90,https://tr.wikipedia.org//wiki/Zerda,Zerda,Dram,Uyarlama Değil,"Gaye Boralıoğlu,Neşe Cehiz,Neşe Şen,Sertaç Ergin",Kudret Sabancı,"Yavuz Bingöl,Ece Uslu,Burak Sergen,Güven Hokna,Halit Ergenç,Hülya Şen",Kıraç,2.0,68,Erol Avcı,İstanbul,?,90.0,TMC,atv,?,Stereo,26 Eylül 2002 - 3 Haziran 2004,2002.0,0,0,0,0,Sona erdi
91,https://tr.wikipedia.org//wiki/%C3%87ocuklar_Duymas%C4%B1n,Çocuklar Duymasın,"Aile,Komedi",Uyarlama Değil,"Birol Güven,Metin Açıkgöz,Nilüfer Yenidoğan,Özlem Aybek,Müfit Can Saçıntı,Caner Güler,","Bora Tekay,Raşit Çelikezer,Günay Köker,","Tamer Karadağlı,Pınar Altuğ,Volkan Severcan,Zeyno Günenç,Öykü Güven,Alp Eren Khamis,Mehmet Baran Erdoğan,Buse Sinem İren,Eski başrol,Ayşecan Tatari,Furkan Kızılay,Özgür Ozan,Hayal Kahraman Özalp,Bengisu Özenel",?,9.0,464,"Birol Güven,Süleyman Nebioğlu,","Darıca,,,Kocaeli,İstanbul",Altuğ Kasapbaşoğlu,120.0,"Protel Yapım,MinT Motion Pictures,","TGRT,atv,Star TV,FOX,Kanal D",?,Stereo,16 Ocak 2002 - 11 Nisan 2019,2002.0,0,0,0,0,Ara verdi
92,https://tr.wikipedia.org//wiki/Hayat_Bilgisi,Hayat Bilgisi,"Gençlik,Komedi,Aile",Uyarlama Değil,"Gani Müjde,Deniz Akçay,Fatih Solmaz,Gökhan Karagülle,Nilüfer Yenidoğan,Emre Bülbül",Tarkan Karlıdağ,"Perran Kutman,Tarık Pabuççuoğlu,Kerem Kupacı",?,4.0,137,Ali Gündoğdu,"Kuzguncuk İlkokulu,,İstanbul",Metin Erdoğdu,60.0,Süreç Film,"Kanal D,Show TV",?,Stereo,13 Şubat 2003 - 16 Haziran 2006,2003.0,0,0,0,0,Sona erdi
93,https://tr.wikipedia.org//wiki/Bir_%C4%B0stanbul_Masal%C4%B1,Bir İstanbul Masalı,"Aşk,Dram",Uyarlama Değil,"Sertaç Ergin,Neşe Şen,Gökhan Horzum,Gaye Boralıoğlu,Aydın Üredi,Şerif Erol",Ömür Atay,"Mehmet Aslantuğ,Ahu Türkpençe,Çetin Tekindor,Altan Erkekli,Arsen Gürzap,Vahide Perçin,İsmail Hacıoğlu,Ozan Güven",Kıraç,2.0,71,Erol Avcı,İstanbul,?,75.0,TMC,atv,?,Stereo,18 Eylül 2003 - 13 Haziran 2005,2003.0,0,0,0,0,Sona erdi
94,https://tr.wikipedia.org//wiki/Esir_%C5%9Eehrin_%C4%B0nsanlar%C4%B1_(dizi),Esir Şehrin İnsanları,"Dram,Tarihî",Uyarlama Değil,Ahmet Yurdakul,Cafer Özgül,"Emre Kınay,Zeynep Tokuş,Fikret Kuşkan,Başak Köklükaya,Seray Sever,Zafer Algöz,Ali Sirmen",?,1.0,8,Cem Özdemir,İstanbul,?,120.0,TRT,TRT 1,?,Stereo,2003 - 2003,2003.0,0,0,0,0,Sona erdi
95,https://tr.wikipedia.org//wiki/B%C3%BCy%C3%BCm%C3%BC%C5%9F_de_K%C3%BC%C3%A7%C3%BClm%C3%BC%C5%9F,Büyümüş de Küçülmüş,Komedi,Uyarlama Değil,Levent Demirkale,Cem Karcı,"Mehmet Ali Erbil,Melisa Sözen,Nilgün Belgün,İlkay Saran,Taner Ergör,Pamela Spence,Gökçe Akyıldız,Arda Esen,Sevinç Aktansel,Misak Toros,Kerem Altaylar","Uğur Akyürek,Ufuk Türk",1.0,9,Abdullah Oğuz,İstanbul,Aras Demiray,120.0,D Productions,Kanal D,?,Stereo,"11 Ağustos 2003,(,2003-08-11,),[1],-,28 Ekim 2003,(,2003-10-28,),[2]",2003.0,0,0,0,0,Sona erdi
96,https://tr.wikipedia.org//wiki/Alacakaranl%C4%B1k_(dizi),Alacakaranlık,"Polisiye,Gerilim,Aksiyon",Uyarlama Değil,"Sulhi Dölek,Defne Kayalar,Güliz Kucur,Alican Yücel","Yağmur Taylan,Paxton Winters,Durul Taylan,Alican Yücel","Uğur Yücel,Kenan İmirzalıoğlu",?,2.0,37,"Uğur Yücel,Defne Kayalar",İstanbul,?,75.0,Paranoya TV,Show TV,?,Stereo,22 Ekim 2003 - 28 Mart 2005,2003.0,1,0,0,0,Sona erdi
