,Dizi Linki,Dizi Adı,Tür,Uyarlama,Senarist,Yönetmen,Başrol,Besteci,Sezon sayısı,Bölüm sayısı,Yapımcı,Mekân,Görüntü yönetmeni,Gösterim süresi,Yapım şirketi,Kanal,Platform,Ses formatı,Yayın tarihi,Tarih,Youtube,Facebook,Twitter,Instagram,Durumu
132,?,Zeynep,Dram,Uyarlama Değil,"Melek Gençoğlu,Ece Yörenç",Aram Gülyüz,"Eşref Kolçak,Gözde Akyıldız,Funda Postacı,Suat Güzey",Erhan Güleryüz,1.0,29,Kerem Çatay,İstanbul,Serdar Armutlu,35.0,Tara Film,Kanal 7,?,?,2005,2005.0,0,0,0,0,Sona erdi
133,https://tr.wikipedia.org//wiki/Ac%C4%B1_Hayat_(dizi),Acı Hayat,"Dram,Aksiyon",Uyarlama Değil,"Aybars Bora Kahyaoğlu,Soner Pehlivan,Tangül Sınav,İsa Yıldız",Abdülkadir Ceylan Ede,"Kenan İmirzalıoğlu,Selin Demiratar,Oğuz Galeli,Ebru Kocaağa,Ahmet Yenilmez,Murat Soydan,Meral Orhonsay,Ferdi Merter,Anta Toros",Aytuğ Yargıç,2.0,59,Osman Sınav,İstanbul,?,90.0,Sinegraf,Show TV,?,Stereo,"14 Aralık 2005,(,2005-12-14,),[1],[2],[3],-,18 Haziran 2007,(,2007-06-18,),[4],[5],[6]",2005.0,0,0,0,0,Sona erdi
134,https://tr.wikipedia.org//wiki/Emret_Komutan%C4%B1m_(dizi),Emret Komutanım,"Aksiyon,Dram,Komedi",Uyarlama Değil,"Alper Erze,Mustafa Altıoklar,Sermiyan Midyat,Sırrı Süreyya Önder,Müfit Can Saçıntı,Yılmaz Okumuş,Meriç Acemi,Emine Altıoklar,Caner Güler,Nükhet Bıçakçı,Ebru Hacoğlu,Savaş Saylan,Ömhur Kaynak,Ömer Genç,Engin Elgün,Osman Dikiciler,Engin Özer","Mustafa Altıoklar,Kartal Tibet,Ömer Uğur,Hakan Algül,Oğuz Yalçın,Taner Akvardar,Haluk Göl,Tuba German,Sarp Levendoğlu,Murat Düzgünoğlu","Sarp Levendoğlu,Demet Evgar,Seda Akman",Tolga Çebi,4.0,95,"Emine Altıoklar,Mehmet Altıoklar",İstanbul Halkalı Yüksek Ziraat Okulu,Baybars Tekin,90.0,Altıoklar Film Prodüksiyon,"Show TV,TRT 1",?,Stereo,"23 Haziran 2005,(,2005-06-23,),[1],[2],[3],-,18 Temmuz 2008,(,2008-07-18,),[4],[5],[6]",2005.0,0,0,0,0,Sona erdi
135,https://tr.wikipedia.org//wiki/Yeniden_%C3%87al%C4%B1ku%C5%9Fu,Yeniden Çalıkuşu,Dram,Uyarlama Değil,Hakan Haksun,"Cem Akyoldaş,Melih Gülgen","Tuba Ünsal,Burak Hakkı,Kaan Urgancıoğlu,Aliye Uzunatağan,Zerrin Arbaş,Suna Selen,Itır Esen,Ahmet Uz,Kaya Akarsu,Taner Ertürkler",?,1.0,7,Fırat Gülgen,İstanbul,?,60.0,Kalinos Prodüksiyon,Star TV,?,Stereo,Eylül 2005 - Kasım 2005,2005.0,0,0,0,0,Sona erdi
136,https://tr.wikipedia.org//wiki/Yan%C4%B1k_Koza,Yanık Koza,Dram,Uyarlama Değil,"N. İpek Aksoy,Ertan Kurtulan,Aydın Üredi","Murat Saraçoğlu,Özer Kızıltan,Mesude Erarslan","Yavuz Bingöl,Başak Köklükaya,Çolpan İlhan,Ayça İnci,Mustafa Alabora,Burak Davutoğlu,Tuncer Necmioğlu,Serdar Özer,Başak Daşman,Kemal Okur,Barış Erdi,Perihan Savaş,Mete Horozoğlu,Sedef Avcı,Hande Kazanova,Saadet Gürses,Erdal Cindoruk,Ali Karagöz,Yavuz Karakaş",Tamer Çıray,3.0,"68,",Hayri Aslan,Bursa,Murat Ceylan,120.0,Limon Film,Show TV,?,Stereo,"6 Nisan 2005,(,2005-04-06,),[3],-,21 Şubat 2007,(,2007-02-21,),[4]",2005.0,1,0,0,0,Sona erdi
137,https://tr.wikipedia.org//wiki/%C5%9E%C3%B6hret_(dizi),Şöhret,Dram,Uyarlama Değil,Deniz Akçay,Bahadır İnce,"Ahu Türkpençe,Atilla Saral,Murat Ünalmış,Nurseli İdiz,Şebnem Dilligil,Türkan Kılıç,Onur Bayraktar,Burak Altay,Oya Okar,Bengi Öztürk,Kevork Türker,Ebru Gediz,Selma Ergeç,Yalçın Dümer",eMg müzik,2.0,71,Faruk Turgut,İstanbul,?,90.0,Gold Film,atv,?,Stereo,10 Kasım 2005 - 25 Haziran 2007,2005.0,0,0,0,0,Sona erdi
138,https://tr.wikipedia.org//wiki/H%C4%B1rs%C4%B1z_Polis,Hırsız Polis,Polisiye,Uyarlama Değil,?,Türkan Derya Güven,"Uğur Yücel,Timuçin Esen,Özlem Düvencioğlu,Murat Daltaban,Erol Günaydın,Ozan Güven,Rasim Öztekin,Dağhan Külegeç,Hakan Boyav,Yasemin Çonka,Vahide Perçin,Ahmet Saraçoğlu,İpek Bilgin",?,2.0,50,Erol Avcı,İstanbul,?,90.0,TMC Film,Kanal D,?,Stereo,26 Ekim 2005 - 15 Mart 2007,2005.0,0,0,0,0,Sona erdi
139,https://tr.wikipedia.org//wiki/A%C5%9Fka_S%C3%BCrg%C3%BCn,Aşka Sürgün,"Dram,Aksiyon",Uyarlama Değil,"Pınar Ordu,Neşe Cehiz,İlker Barış,Deniz Sertbarut,Cüneyt Bolak,Bilal Babaoğlu,Barış Pirhasan",Cemal Şan,"Mahsun Kırmızıgül,Beren Saat",?,2.0,53,Tomris Giritlioğlu,"Midyat,,,Mardin,[1],İstanbul",?,90.0,Sis Yapım,atv,?,Stereo,"7 Mart 2005,(,2005-03-07,),-,5 Haziran 2006,(,2006-06-05,)",2005.0,0,0,0,0,Sona erdi
140,https://tr.wikipedia.org//wiki/Belal%C4%B1_Bald%C4%B1z,Belalı Baldız,"Komedi,Aile",Uyarlama Değil,Haluk Özenç,"Fatih Aksoy,Yonca Güzelpınar,Günay Köker","Nurgül Yeşilçay,Berna Laçin,Kenan Işık,Mehmet Aslan,Cemre Özer,Sedef Şahin,Raffaele Cedolini,Selin Denizli",?,1.0,34,"Fatih Aksoy,Işıl Karpuzoğlu",İstanbul,?,60.0,Medyapım,atv,?,Stereo,11 Eylül 2005 - 22 Haziran 2006,2005.0,0,0,0,0,Sona erdi
141,https://tr.wikipedia.org//wiki/Be%C5%9Finci_Boyut_(dizi),Beşinci Boyut,Dram,Uyarlama Değil,"Onur Ünlü,Funda Alp,Nil Güleç,Aziz Aydın",Hasan Kıraç,"Cengiz Toraman,Doğan Turan",?,5.0,140,Melih Sezgin,İstanbul,?,80.0,?,Samanyolu TV,?,Stereo,"12 Eylül 2005,(,2005-09-12,),[1],[2],[3],[4],-,19 Ekim 2009,(,2009-10-19,)",2005.0,0,0,0,0,Sona erdi
142,https://tr.wikipedia.org//wiki/Beyaz_Gelincik,Beyaz Gelincik,Dram,Uyarlama Değil,Sulhi Dölek,Güzide Balcı,"Erkan Petekkaya,Sezin Akbaşoğulları,Altan Erkekli,Mehmet Günsür,İsmail Hacıoğlu,Rana Cabbar",Kıraç,2.0,74,Erol Avcı,İstanbul,Colin Mounier,90.0,TMC,atv,?,Stereo,19 Eylül 2005 - 11 Haziran 2007,2005.0,0,0,0,0,Sona erdi
143,https://tr.wikipedia.org//wiki/%C3%87apk%C4%B1n_(dizi),Çapkın,"Komedi,Romantik",Uyarlama Değil,Ali Can Yaraş,Bora Onur,"Okan Yalabık,Özlem Conker,Ahmet Mümtaz Taylan,Nergis Kumbasar,Suna Pekuysal,Bartu Küçükçağlayan,Melis Birkan,Nergis Kumbasar,Nilüfer Silsüpür,Burçin Üçüncüoğlu,Volga Sorgu,Zuhal Yalçın,Aslı Orcan,Süheyla Gözde Soley,Mustafa Uzunyılmaz,Seval İşgören,Güngör Varlı,Hasan Mullaoğlu",?,1.0,17,Ali Gündoğdu,İstanbul,?,90.0,Süreç Film,Show TV,?,Stereo,"7 Ekim 2005,(,2005-10-07,),[1],[2],[3],- 2006",2005.0,0,0,0,0,Sona erdi
144,?,Davetsiz Misafir,"Komedi,Romantik",Uyarlama Değil,"Gani Müjde,Gökhan Karagülle,Emre Bülbül,Özlem Aybek",Ümmü Burhan,"Pınar Altuğ,Tardu Flordun,Pakize Suda,Görkem Yeltan,Aykut Oray,Merih Ermakastar",Temel Zümrüt,1.0,27,Ali Gündoğdu,İstanbul,Yalçın Yadel,90.0,Tükenmez Kalem,Show TV,?,?,14 Haziran 2005,2005.0,0,0,0,0,Sona erdi
145,https://tr.wikipedia.org//wiki/Emret_Komutan%C4%B1m_(dizi),Emret Komutanım,"Aksiyon,Dram,Komedi",Uyarlama Değil,"Alper Erze,Mustafa Altıoklar,Sermiyan Midyat,Sırrı Süreyya Önder,Müfit Can Saçıntı,Yılmaz Okumuş,Meriç Acemi,Emine Altıoklar,Caner Güler,Nükhet Bıçakçı,Ebru Hacoğlu,Savaş Saylan,Ömhur Kaynak,Ömer Genç,Engin Elgün,Osman Dikiciler,Engin Özer","Mustafa Altıoklar,Kartal Tibet,Ömer Uğur,Hakan Algül,Oğuz Yalçın,Taner Akvardar,Haluk Göl,Tuba German,Sarp Levendoğlu,Murat Düzgünoğlu","Sarp Levendoğlu,Demet Evgar,Seda Akman",Tolga Çebi,4.0,95,"Emine Altıoklar,Mehmet Altıoklar",İstanbul Halkalı Yüksek Ziraat Okulu,Baybars Tekin,90.0,Altıoklar Film Prodüksiyon,"Show TV,TRT 1",?,Stereo,"23 Haziran 2005,(,2005-06-23,),[1],[2],[3],-,18 Temmuz 2008,(,2008-07-18,),[4],[5],[6]",2005.0,0,0,0,0,Sona erdi
146,https://tr.wikipedia.org//wiki/Kezban_Yenge,Kezban Yenge,"Komedi,Dram",Uyarlama Değil,Kasım Uçkan,Hilal Saral,"Parkan Özturan,Ege Tanman,Kazım Eryüksel,Işık Aras,Gamze İnci",?,2.0,46,Hilal Saral,İstanbul,Hüseyin Tunç,60.0,?,Kanal 7,?,Stereo,"27 Mart 2005,(,2005-03-27,),[1],[2],[3],[4],[5],[6],[7],[8],[9],[10],[11],[12],[13],-,28 Haziran 2006,(,2006-06-28,),[14],[15],[16],[17],[18],[19],[20]",2005.0,0,0,0,0,Sona erdi
147,https://tr.wikipedia.org//wiki/G%C3%BCm%C3%BC%C5%9F_(dizi),Gümüş,"Dram,Romantik",Uyarlama Değil,?,"Tarık Alpagut,Kemal Uzun","Kıvanç Tatlıtuğ,Songül Öden,Ekrem Bora",?,3.0,100,?,İstanbul,?,70.0,D Productions,Kanal D,?,Stereo,"20 Ocak 2005,(,2005-01-20,),[1],[2],[3],[4],-,16 Haziran 2007,(,2007-06-16,)",2005.0,0,0,0,0,Sona erdi
148,?,Güz Yangını,Dram,Uyarlama Değil,Ozan Emre Yurdakul,Zeynep Günay,"Fikret Kuşkan,Ayşen Gruda,Saadet Işıl Aksoy,Kenan Bal,Işıl Yücesoy",?,1.0,13,?,İstanbul,?,70.0,?,Show TV,?,?,2005,2005.0,0,0,0,0,Sona erdi
149,https://tr.wikipedia.org//wiki/Ihlamurlar_Alt%C4%B1nda,Ihlamurlar Altında,Dram,Uyarlama Değil,"Nilgün Öneş,Neslihan Eyüboğlu,Ayşe Teker",Aydın Bulut,"Bülent İnal,Tuba Büyüküstün,Özge Borak,Sinan Tuzcu",İntizar,2.0,80,Şükrü Avşar,İstanbul,?,100.0,Avşar Film,Kanal D,?,Stereo,16 Eylül 2005 - 29 Haziran 2007,2005.0,0,0,0,0,Sona erdi
150,?,Alanya Almanya,"Aile,Komedi",Uyarlama Değil,Eyüphan Erkul,"Onur Tan , Özlem Koza","Itır Esen,Ruhi Sarı",?,1.0,?,?,İstanbul,?,90.0,?,Star Tv,?,?,13 Ekim 2005,2005.0,0,0,0,0,Sona erdi
151,https://tr.wikipedia.org//wiki/Doktorlar_(dizi),Doktorlar,Dram,Uyarlama Değil,"Ebru Hacıoğlu,Zehra Güleray,Tuğba Fedaioğlu,Tuğba Doğan,Tolga Küçük,Ayşe Teker,Makbule Kosif","Merve Girgin,Oğuzhan Tercan,Şenol Sönmez","Kutsi,Bekir Aksoy,Yasemin Özilhan,Leyla Göksun,Melike Güner,Yeşim Ceren Bozoğlu",?,4.0,97,Fatih Aksoy,"Kocaeli,İstanbul",?,90.0,Medyapım,Show TV,?,Stereo,28 Aralık 2006 - 14 Şubat 2011,2006.0,0,0,0,0,Sona erdi
152,?,Esir Kalpler,"Aile,Dram",Uyarlama Değil,Deniz Sertbarut,Taner Akvardar,"Savaş Dinçel,Serhat Tumluer,Saadet Işıl Aksoy,Lale Mansur,Ayda Aksel",?,1.0,14,"Tomris Giritlioğlu,Ilgaz Giritlioğlu",İstanbul,?,90.0,Sis Yapım,Diğer,?,?,2006,2006.0,0,0,0,0,Sona erdi
153,https://tr.wikipedia.org//wiki/G%C3%B6n%C3%BCl_(dizi),Gönül,"Komedi,Dram",Uyarlama Değil,"Gani Müjde,Emre Bülbül,Nilüfer Yenidoğan,Fatih Solmaz",Faruk Teber,"Gülben Ergen,Ragıp Savaş,Güven Kıraç,Şevket Çoruh",?,1.0,7,Ali Gündoğdu,İstanbul,?,90.0,Masalevi,Kanal D,?,Stereo,13 Şubat 2006 - 3 Nisan 2006,2006.0,0,0,0,0,Sona erdi
154,https://tr.wikipedia.org//wiki/F%C4%B1rt%C4%B1na_(dizi),Fırtına,"Komedi,Aile",Uyarlama Değil,Gökhan Horzum,Metin Balekoğlu,"Burçin Terzioğlu,Murat Yıldırım,Zerrin Sümer,Jale Aylanç,Salih Kalyon,Münir Canar,Erkan Can,Ayşen Gruda,Orhan Eşkin,Ömür Arpacı,Deniz Erözen,Cezmi Baskın,Nihan Büyükağaç,Türkü Hazer,Emirşah Bora,Fırat Can Aydın",?,1.0,48,Necati Akpınar,"Trabzon,,,Sürmene,,,Aksu Mahallesi",?,90.0,BKM,Kanal D,?,Stereo,3 Temmuz 2006 - 16 Haziran 2007,2006.0,0,0,0,0,Sona erdi
155,?,Gizli Patron,Komedi,Uyarlama Değil,Mustafa Uğur Yağcıoğlu,Raşit Çelikezer,"Sezai Aydın,Başak Sayan,Ebru Cündübeyoğlu,Ahmet Bilgin,İlker Ayrık",?,1.0,?,Nesim Şahin,İstanbul,?,90.0,?,Diğer,?,?,2006,2006.0,0,0,0,0,Sona erdi
156,?,Deli Dolu,Komedi,Uyarlama Değil,"Cüneyt Bolak,Selim Çiprut",?,"Cem Devran,Pınar Altuğ,Hande Katipoğlu",Targan Berk Türe,1.0,10,?,İstanbul,?,90.0,?,Diğer,?,?,2006,2006.0,0,0,0,0,Sona erdi
157,?,Gözyaşı Çetesi,Dram,Uyarlama Değil,Ali Ulvi Hünkar,"Haluk Bener,Ersoy Güler","Yonca Cevher Şahinbaş,Yetkin Dikinciler,Özlem Savaş,Sibel Taşçıoğlu,Kayra Şenocak",?,1.0,?,Şükrü Avşar,İstanbul,?,90.0,?,Diğer,?,?,22 Ağustos 2006,2006.0,0,0,0,0,Sona erdi
158,?,Ezo Gelin,Dram,Uyarlama Değil,Arda Uskan,Uluç Bayraktar,"Onur Ünsal,Ahmet Mümtaz Taylan,Serhat Tumluer,Hamdi Alkan,Nurgül Yeşilçay",?,2.0,?,Yaşar İrvül,İstanbul,?,90.0,?,Diğer,?,?,1 Ocak 2006,2006.0,0,0,0,0,Sona erdi
159,?,Cemile,Dram,Uyarlama Değil,Mine Baysan,Özer Kızıltan,"Türkan Şoray,Bulut Aras,Selim Erdoğan,Ali Atay,Gözde Kansu",?,1.0,?,Hayri Aslan,İstanbul,?,90.0,?,Show TV,?,?,29 Mart 2006,2006.0,0,0,0,0,Sona erdi
160,https://tr.wikipedia.org//wiki/Arka_Sokaklar_(dizi),Arka Sokaklar,"Polisiye,Aksiyon,Dram,Komedi",Uyarlama Değil,"Ahmet Yurdakul,Ozan Yurdakul,Sinan Yurdakul,Barkın Şenüren,Metin Arslan",Orhan Oğuz,"Zafer Ergin,Özgür Ozan,İlker İnanoğlu,Ozan Çobanoğlu,Özlem Çınar,Eski başroller,Oya Okar,Şevket Çoruh,Alp Korkmaz,Uğur Pektaş,Gamze Özçelik,Can Nergis,Müge Boz,Berk Oktay,Çağla Kubat,Gülcan Arslan,Zeynep Beşerler,Beril Kayar","Murat Evgin,Jingle TV,",18.0,655,"Türker İnanoğlu,Ali Cengiz Deveci,",İstanbul,Veli Kayır,135.0,"Erler Film,D Media,",Kanal D,?,Stereo,31 Temmuz 2006 - günümüz,2006.0,1,1,1,1,Devam ediyor
161,https://tr.wikipedia.org//wiki/Binbir_Gece_(dizi),Binbir Gece,Dram,Uyarlama Değil,"Yıldız Tunç,Murat Lütfü,Mehmet Bilal,Ethem Yekta",Kudret Sabancı,"Halit Ergenç,Bergüzar Korel,Tardu Flordun,Ceyda Düvenci,Tomris İncer,Metin Çekmez",?,3.0,90,Erol Avcı,İstanbul,?,80.0,TMC,Kanal D,?,Stereo,7 Kasım 2006 - 12 Mayıs 2009,2006.0,0,0,0,0,Sona erdi
162,?,Bebeğim,Dram,Uyarlama Değil,"Gökhan Horzum,Hatice Memiş","Muharrem Gülmez,Yusuf Kurçenli,Hatice Memiş","Dolunay Soysert,Özgü Namal,Şahin Irmak,Tarık Ünlüoğlu,Aytaç Yörükaslan",?,1.0,?,"Necati Akpınar,Yılmaz Erdoğan",İstanbul,?,60.0,?,Diğer,?,?,2006,2006.0,0,0,0,0,Sona erdi
163,?,Azap Yolu,"Aile,Dram",Uyarlama Değil,"Can Sinan,Memed Onur Özkök",Tunç Başaran,"Melisa Sözen,Engin Şenkan,Kadir İnanır,Ebru Akel,Kaan Urgancıoğlu",?,1.0,?,?,İstanbul,?,60.0,?,Diğer,?,?,30 Mart 2006,2006.0,0,0,0,0,Sona erdi
164,?,Anadolu Kaplanı,"Aile,Komedi",Uyarlama Değil,Birol Güven,Sibel Kocataş,"Çetin Tekindor,Hamdi Alkan,Mustafa Uğurlu,Beste Bereket,Atilla Yiğit",?,1.0,?,Birol Güven,İstanbul,?,60.0,?,Diğer,?,?,2 Mart 2006,2006.0,0,0,0,0,Sona erdi
165,?,Ahh İstanbul,"Aile,Dram",Uyarlama Değil,Mahinur Ergun,"Şerif Gören,Çağatay Tosun","Serdar Yeğin,Aslı Tandoğan,Tarık Akan,Mahperi Mertoğlu,Itır Esen",?,1.0,?,"Faruk Turgut,Hikmet Eldek",İstanbul,Kemal Şanlı,60.0,?,Diğer,?,?,21 Eylül 2006,2006.0,0,0,0,0,Sona erdi
166,?,Ah Polis Olsam,"Aksiyon,Polisiye",Uyarlama Değil,"Hakan Haksun,İnan Güngören,Makbule Mosif,Atay Sözer","Şahin Alparslan,Mert Baykal,Cem Akyoldaş,Hilal Saral Ünalan","Şafak Sezer,Okan Selvi,Ferhat Yılmaz,Cem Kılıç,Mustafa Turan",?,1.0,?,?,İstanbul,?,60.0,?,Diğer,?,?,10 Ağustos 2006,2006.0,0,0,0,0,Sona erdi
167,https://tr.wikipedia.org//wiki/Adak_(dizi),Adak,Dram,Uyarlama Değil,Gamze Özer,Adnan Güler,"Emrah,Hande Subaşı",?,1.0,10,Faruk Turgut,İstanbul,?,60.0,Gold Film,Show TV,?,Stereo,Eylül 2006 - Kasım 2006,2006.0,0,0,0,0,Sona erdi
168,https://tr.wikipedia.org//wiki/Acemi_Cad%C4%B1,Acemi Cadı,"Bilim Kurgu,Komedi",Uyarlama Değil,?,Feride Kaytan,"Merve Boluğur,Şenay Gürler,Nergis Kumbasar,Çağkan Çulha",?,2.0,58,D Productions,İstanbul,?,60.0,?,"Kanal D,Star TV",?,Stereo,7 Temmuz 2006 - 21 Eylül 2007,2006.0,0,0,0,0,Sona erdi
169,?,Ölümsüz Kahramanlar,"Dram,Aksiyon",Uyarlama Değil,?,"Hakan Şahin,Fedai İpek","Ergül Çoşkun,Çiğdem Polat,Ali Rıza Soydan,Onur Ayan,Solmaz Akça",?,1.0,1,"Fedai İpek,Hikmet Tombulca",İstanbul,?,90.0,?,Diğer,?,?,2006,2006.0,0,0,0,0,Sona erdi
170,?,Gülpare,Dram,Uyarlama Değil,"Özge Efendioğlu,Filiz Alpgezmen,Eylem Akın",Andaç Haznedaroğlu,"Emre Altuğ,Gülçin Santırcıoğlu,Fatma Karanfil,Duygu Yetiş,Atilla Karagöz",?,1.0,?,Ali Gündoğdu,İstanbul,?,90.0,?,Diğer,?,?,13 Eylül 2006,2006.0,0,0,0,0,Sona erdi
171,?,Candan Öte,"Aile,Dram",Uyarlama Değil,Deniz Akçay,"Adnan Güler,Yasemin Türkmenli,Erhan Baytimur","Rojda Demirer,Aytaç Arman,Yunus Günçe,Nebahat Çehre,Naz Elmas",?,1.0,?,?,İstanbul,?,60.0,?,Diğer,?,?,5 Eylül 2006,2006.0,0,0,0,0,Sona erdi
172,?,Hasret,Dram,Uyarlama Değil,Macit Koper,Ümit Efekan,"Cezmi Baskın,Emre Altuğ,Zafer Algöz,Ceyda Düvenci,Menderes Samancılar",?,1.0,?,Yaşar İrvül,İstanbul,?,60.0,?,Diğer,?,?,4 Eylül 2006,2006.0,0,0,0,0,Sona erdi
173,?,Kızlar Yurdu,"Dram,Komedi",Uyarlama Değil,Aybike Ertürk,"Ceyda Demir,Serkan İpekören","Ümit Çırak,Nergis Öztürk,Gürkan Tavukçuoğlu,Engin Altan Düzyatan,Boncuk Yılmaz",?,1.0,22,Mehmet Altıoklar,İstanbul,?,60.0,?,Diğer,?,?,19 Şubat 2006,2006.0,0,0,0,0,Sona erdi
174,https://tr.wikipedia.org//wiki/Hayat_T%C3%BCrk%C3%BCs%C3%BC,Hayat Türküsü,Dram,Uyarlama Değil,?,Hakan Gürtop,"Burak Davutoğlu,Devin Özgür Çınar,Sermin Hürmeriç,Aslı Yılmaz,Tolga Evren,Betül Arım,Melih Görgün,Haldun Boysan,Uğur Çavuşoğlu,Jale Aylanç,İpek Atagün,Canan Güven,Özlem Başkaya",?,2.0,60,Ata Türkoğlu,"Kevenli,,,Van",?,71.0,Koliba Film,TRT 1,?,Stereo,"21 Ocak 2006,(,2006-01-21,),-,16 Haziran 2007,(,2007-06-16,)",2006.0,0,0,0,0,Sona erdi
175,https://tr.wikipedia.org//w/index.php?title=Tar%C4%B1k_ve_Di%C4%9Ferleri&action=edit&redlink=1,Tarık ve Diğerleri,"Aile,Aksiyon,Komedi",Uyarlama Değil,"Mahmut Bengi,Oktay Berber",Gürsel Ateş,"Mehmet Püsküllü,Altay İzbırak,İsmet Numanoğlu",?,1.0,30,Salih Asan,İstanbul,Turgay Necipoğlu,90.0,Ser Film,Samanyolu TV,?,?,8 Ekim 2006,2006.0,0,0,0,0,Sona erdi
176,https://tr.wikipedia.org//wiki/Ya%C4%9Fmurdan_Sonra,Yağmurdan Sonra,Dram,Uyarlama Değil,?,"Cemile Kırmızı Karadaş ,U. Yağmur Yavuz ,Hüdaverdi Yavuz ,Naci Çelik Berksoy","Seçil Mutlu,Yıldız Çağrı Atiksoy,Ali Sürmeli,Atilla Olgaç,Kayra Şenocak,Sefa Zengin",?,1.0,39,"Salih Asan,Melih Sezgin",İstanbul,?,90.0,?,Samanyolu TV,?,Stereo,"21 Eylül 2006,(,2006-09-21,),[1],-,28 Haziran 2007,(,2007-06-28,)",2006.0,0,0,0,0,Sona erdi
177,?,Tutkunum Sana,Romantik,Uyarlama Değil,Yasemen Zorlu,Ersoy Güler,"Sinan Sümer,Kartal Balaban,Eşref Kolçak,Cüney Türel,Özlem Sağdıç","Yöngün Keymen,Mahmut Tezcan",1.0,?,Ferhat Gündoğdu,İstanbul,Burak Kuka,120.0,?,Show TV,?,?,13 Temmuz 2006,2006.0,0,0,0,0,Sona erdi
178,https://tr.wikipedia.org//wiki/Hat%C4%B1rla_Sevgili,Hatırla Sevgili,"Dram,Romantik,Tarihî",Uyarlama Değil,?,Ümmü Burhan,"Cansel Elçin,Beren Saat,Okan Yalabık",?,2.0,68,Ilgaz Giritlioğlu,İstanbul,?,120.0,Sis Yapım,atv,?,Stereo,7 Kasım 2006 - 6 Haziran 2008,2006.0,0,0,0,0,ç
179,https://tr.wikipedia.org//wiki/Yalanc%C4%B1_Yarim_(dizi),Yalancı Yarim,"Aşk,Romantik,Komedi",Uyarlama Değil,"Haluk Özenç,Betül Karabulut","Özer Kızıltan,Şengül Halat Atak","Barış Akarsu,Merve Sevi,Bülent Kayabaş,Ayşe Kökçü",?,1.0,49,FM Yapım,Muğla,?,60.0,?,Star TV,?,Stereo,21 Temmuz 2006 - 30 Haziran 2007,2006.0,0,0,0,0,Yayından kaldırıldı
180,"https://tr.wikipedia.org//wiki/Yaprak_D%C3%B6k%C3%BCm%C3%BC_(dizi,_2006)",Yaprak Dökümü,"Aile,Dram",Uyarlama Değil,"Ece Yörenç,Melek Gençoğlu",Mesude Erarslan,"Halil Ergün,Güven Hokna,Bennu Yıldırımlar,Deniz Çakır,Tolga Karel,Caner Kurtaran,Hasan Küçükçetin,Gökçe Bahadır,Fahriye Evcen,Bedia Ener,Seda Demir",Toygar Işıklı,5.0,174,Kerem Çatay,"İstanbul,Adapazarı,,,Sakarya,Milano,Trabzon,Afyonkarahisar",?,60.0,Ay Yapım,Kanal D,?,Stereo,13 Eylül 2006 - 29 Aralık 2010,2006.0,0,0,0,0,Sona erdi
181,https://tr.wikipedia.org//wiki/Ye%C5%9Feren_D%C3%BC%C5%9Fler,Yeşeren Düşler,Dram,Uyarlama Değil,?,Taner Tunç,"Bilgehan Birincioğlu,Gülşah Şahin",Tamer Çıray,2.0,66,Mustafa Kartal,İstanbul,?,70.0,Ser Film,Samanyolu TV,?,Stereo,"10 Aralık 2006,(,2006-12-10,),[1],[2],[3],-,24 Haziran 2008,(,2008-06-24,),[4],[5]",2006.0,0,0,0,0,Sona erdi
182,?,Şifacı,"Aksiyon,Dram,Gizem,Komedi",Uyarlama Değil,"Şebnem Vitrinel,Kemal Temimoğulları,Çiğdem Vitrinel",Murat Düzgünoğlu,"Ebru Aykaç,Ali Karagöz,Muhammed Emin Gümüşkaya,Sevim Gelenbe,Erol AlpSoykan",Fatih Ihlamur,1.0,?,Hüseyin Türkyıldırır,İstanbul,Tahir Zencirbağ,82.0,?,Kanal 7,?,?,2006,2006.0,0,0,0,0,Sona erdi
183,?,Sırça Köşk,Aile,Uyarlama Değil,"Onur Ünlü,Funda Alp",Gülçin Gülbahçe,"Levent Can,Ece Uslu,Suzan Aksoy,Ali İpin,Hakan Eratik","Taner Ayan,Arıkan Sırakaya",1.0,4,?,İstanbul,Ahmet Bayer,82.0,Üç Nokta,Star TV,?,?,23 Eylül 2006,2006.0,0,0,0,0,Sona erdi
184,https://tr.wikipedia.org//wiki/S%C4%B1la_(dizi),Sıla,"Dram,Aksiyon",Uyarlama Değil,Muharrem Buhara,"Yasin Uslu,Gül Oğuz","Cansu Dere,Mehmet Akif Alakurt,Zeynep Eronat,Menderes Samancılar,Devrim Saltoğlu,Fatoş Tez,Fatoş Sezer,Muhammed Cangören,Cemal Toktaş,Boncuk Yılmaz,Gökçe Yanardağ","Murat Tunali,Can Hatipoğlu",3.0,79,Nezihe Dikilitaş,"Mardin,İstanbul",?,82.0,"Fm Yapım,Most Production",atv,?,Stereo,15 Eylül 2006 - 19 Eylül 2008,2006.0,0,0,0,0,Sona erdi
